carID,name,model,year,city,km,condition,color,price
17,پژو,پارس دوگانه سوز,1389,اصفهان,260000,چند لکه رنگ,سفید,98000000
18,پژو,پارس دوگانه سوز,1389,اصفهان,260000,چند لکه رنگ,سفید,98000000
19,رنو,تندر 90 E1,1388,اهواز,202000,یک لکه رنگ,مشکی,130000000
20,پراید,111 SE,1395,رشت,130000,بدون رنگ,سفید,115000000
21,پژو,405 GLX بنزینی,1387,شیراز,213000,چند لکه رنگ,نقره ای,85000000
22,پژو,پارس دوگانه سوز,1389,اصفهان,260000,چند لکه رنگ,سفید,98000000
23,رنو,تندر 90 E1,1388,اهواز,202000,یک لکه رنگ,مشکی,130000000
24,پراید,111 SE,1395,رشت,130000,بدون رنگ,سفید,115000000
25,پژو,405 GLX بنزینی,1387,شیراز,213000,چند لکه رنگ,نقره ای,85000000
26,چری,تیگو 5 IE,1397,شهریار,135000,یک لکه رنگ,مشکی,500000000
27,پژو,207 دنده ای,1400,کرمانشاه,0,بدون رنگ,سفید,335000000
28,پژو,پارس دوگانه سوز,1389,اصفهان,260000,چند لکه رنگ,سفید,98000000
29,رنو,تندر 90 E1,1388,اهواز,202000,یک لکه رنگ,مشکی,130000000
30,پراید,111 SE,1395,رشت,130000,بدون رنگ,سفید,115000000
31,پژو,405 GLX بنزینی,1387,شیراز,213000,چند لکه رنگ,نقره ای,85000000
32,رنو,تندر 90 E2,1397,تهران,58000,بدون رنگ,سفید,300000000
33,دنا,ساده,1399,کاشان,16000,بدون رنگ,سفید,295000000
34,تیبا,۱ (صندوق دار) SX,1395,تهران,56000,بدون رنگ,خاکی,117000000
35,دوو,سیلو,1380,ساری,222000,دور رنگ,طوسی,55200000
36,پژو,206 تیپ 6,1384,تهران,190000,چند لکه رنگ,نقره ای,112000000
37,سمند,X7,1388,اصفهان,154000,دور رنگ,مشکی,185000000
38,پژو,206 SD V8,1399,گنبد کاووس,10000,بدون رنگ,نوک مدادی,275000000
39,پژو,405 GL دوگانه سوز,1397,تهران,80000,یک لکه رنگ,نوک مدادی,173000000
40,پژو,206 تیپ 2,1396,تهران,83000,بدون رنگ,سفید,195000000
41,پراید,وانت 151 پلاس,1400,تهران,0,بدون رنگ,سفید,165000000
42,رنو,تندر 90 پارس,1394,تبریز,179000,چند لکه رنگ,سفید,194000000
43,کیا,سراتو مونتاژ 1600 آپشنال,1396,مشهد,60000,بدون رنگ,مشکی,528000000
44,رنو,تندر 90 پارس,1397,ارومیه,71000,بدون رنگ,سفید,310000000
45,رانا,LX,1393,تهران,155000,بدون رنگ,سفید,163000000
46,پژو,405 GLX بنزینی,1381,تبریز,100000,دور رنگ,قهوه ای,60000000
47,تیبا,۲‌ (هاچ بک) EX,1400,تهران,0,بدون رنگ,سفید,158000000
48,تویوتا,پریوس تیپ 3,2017,تهران,48000,یک لکه رنگ,نقره ای,948700000
49,تیبا,۱ (صندوق دار) SX,1397,شیراز,100000,بدون رنگ,سفید,124000000
50,پژو,207 دنده ای,1397,تهران,75000,بدون رنگ,سفید,276000000
51,زوتی,آریو 1600 دنده ای,1397,شهر ری,50000,یک لکه رنگ,سفید,305000000
52,پژو,206 تیپ 2,1396,تهران,55000,بدون رنگ,بنفش,183000000
53,پژو,206 تیپ 5,1394,تهران,40000,دو لکه رنگ,سفید,200000000
54,سمند,LX ساده,1400,اسلامشهر,0,بدون رنگ,سفید,225000000
55,تیبا,۱ (صندوق دار) SX,1398,تهران,10000,بدون رنگ,سفید,136000000
56,سمند,LX ساده,1393,اصفهان,82000,بدون رنگ,سفید,160000000
57,پژو,206 SD V8,1396,تهران,93000,بدون رنگ,آبی,235000000
58,جک,S5 اتوماتیک,1395,تبریز,100000,بدون رنگ,طوسی,540000000
59,پژو,206 تیپ 2,1399,تهران,0,بدون رنگ,سفید,239000000
60,پراید,131 SE,1397,تهران,29000,بدون رنگ,سفید,120000000
61,پژو,206 SD V1,1386,تهران,190000,چند لکه رنگ,قهوه ای,110000000
62,پژو,206 تیپ 5,1395,پردیس,97000,بدون رنگ,سفید,192000000
63,پژو,207 دنده ای,1396,بندر‌عباس,90000,یک لکه رنگ,طوسی,242000000
64,پژو,پارس ساده,1395,تهران,100000,بدون رنگ,سفید,198000000
65,کیا,ریو مونتاژ,1385,اصفهان,300000,کامل رنگ,سفید,70000000
66,کیا,ریو مونتاژ,1390,تهران,197000,صافکاری بدون رنگ,سفید,145700000
67,پژو,Roa ساده,1388,بابل,90000,دور رنگ,نقره ای,50000000
68,پژو,206 تیپ 2,1399,تهران,0,بدون رنگ,سفید,240000000
69,سمند,X7,1382,ساری,300000,دور رنگ,نقره ای,57000000
70,پژو,405 GLX بنزینی,1382,تهران,400000,دور رنگ,مشکی,59000000
71,پراید,111 SE,1395,تهران,99000,بدون رنگ,سفید,115000000
72,پژو,206 تیپ 5,1392,اصفهان,118000,دو لکه رنگ,سفید,162000000
73,پژو,206 SD V8,1398,تهران,8000,بدون رنگ,نوک مدادی,275000000
74,رنو,تندر 90 پارس,1396,تهران,30000,بدون رنگ,سفید صدفی,289000000
75,پژو,پارس ساده,1385,نجف‌آباد,400000,چند لکه رنگ,نقره ای,98000000
76,پژو,پارس ELX,1384,تهران,168000,بدون رنگ,مشکی,105000000
77,پژو,206 SD V8,1398,تهران,2000,بدون رنگ,نوک مدادی,265000000
78,پژو,206 تیپ 6,1388,تهران,215000,دو لکه رنگ,طوسی,150000000
79,پژو,405 GLX دوگانه سوز,1395,شیراز,190000,دو لکه رنگ,نوک مدادی,140000000
80,سمند,LX ساده,1396,تهران,30000,صافکاری بدون رنگ,سفید,182000000
81,پراید,131 SE,1399,تهران,19000,بدون رنگ,سفید,127000000
82,برلیانس,H320 1.5 اتوماتیک,1396,تهران,106000,صافکاری بدون رنگ,سفید,290000000
83,سمند,LX EF7 دوگانه سوز,1400,قزوین,0,بدون رنگ,سفید,280000000
84,ام,وی ام 550 اتوماتیک,1396,تهران,80000,یک لکه رنگ,مشکی,263000000
85,ام,وی ام X22 دنده ای لاکچری,1397,شیراز,43000,بدون رنگ,سفید صدفی,350000000
86,ام,وی ام X33 دنده ای,1391,تهران,110000,دور رنگ,مشکی,170000000
87,پراید,131 SE,1396,شهریار,87000,بدون رنگ,نوک مدادی,108000000
88,میتسوبیشی,لنسر 1.8 اتوماتیک,2017,تهران,54000,بدون رنگ,نوک مدادی,870000000
89,پراید,111 EX,1391,شیراز,220000,چند لکه رنگ,مشکی,73000000
90,جک,J5 1800,1394,گنبد کاووس,130000,یک لکه رنگ,سفید,245000000
91,ساینا,EX,1397,اسلامشهر,54000,بدون رنگ,نقره ای,143000000
92,پژو,206 SD V20,1386,تبریز,280000,چند لکه رنگ,سفید,115000000
93,پراید,صندوق دار ساده بنزینی,1389,تهران,84000,بدون رنگ,بژ,89000000
94,کوییک,دنده ای ساده,1400,اصفهان,0,بدون رنگ,سفید,175000000
95,ساینا,EX,1400,بابل,0,بدون رنگ,سفید,160000000
96,پیکان,وانت,1393,تهران,180000,دو لکه رنگ,سفید,116000000
97,تیبا,۲‌ (هاچ بک) EX,1393,تهران,120000,یک لکه رنگ,نوک مدادی,105000000
98,پژو,206 SD V8,1393,شیراز,500000,چند لکه رنگ,سفید,152000000
99,پژو,405 GLX دوگانه سوز,1396,شهریار,105000,بدون رنگ,نوک مدادی,179000000
100,هیوندای,جنسیس کوپه,2010,تهران,144000,یک لکه رنگ,مشکی,830000000
101,پراید,صندوق دار ساده دوگانه سوز,1389,تهران,400000,یک لکه رنگ,سفید,75000000
102,پراید,131 SE,1397,پاکدشت,70000,یک لکه رنگ,سفید,103
103,پژو,206 SD V8,1393,شیراز,500000,چند لکه رنگ,سفید,152000000
104,مزدا,3 تیپ 4,1398,تهران,0,بدون رنگ,سفید,1220000000
105,پژو,پارس LX,1389,ملایر,160000,دور رنگ,نوک مدادی,110000000
106,رنو,تندر 90 E2,1394,اصفهان,150000,بدون رنگ,سفید,265000000
107,دانگ,فنگ H30 Cross,1396,تهران,70000,بدون رنگ,سفید,295000000
108,برلیانس,H320 1.5 اتوماتیک,1395,تهران,50000,بدون رنگ,آلبالویی,294000000
109,پژو,205,1400,الوند,0,بدون رنگ,سفید,255000000
110,پژو,207 دنده ای,1399,شهر ری,10000,بدون رنگ,مشکی,320000000
111,لیفان,620 1.8,1394,خرم‌آباد,159000,بدون رنگ,سفید صدفی,175000000
112,پژو,405 GLX بنزینی,1394,ورامین,158000,یک لکه رنگ,نقره ای,136500000
113,جک,J5 1800,1395,تهران,119000,صافکاری بدون رنگ,سفید,320000000
114,پژو,207 دنده ای,1397,شیراز,47000,بدون رنگ,مشکی,275000000
115,رنو,تندر 90 E2,1391,بابل,120000,کامل رنگ,سفید,139000000
116,پژو,405 GLX دوگانه سوز,1396,شیراز,140000,بدون رنگ,زرد,138000000
117,پراید,صندوق دار ساده بنزینی,1388,تهران,383000,یک لکه رنگ,مشکی,64000000
118,پژو,206 تیپ 2,1398,تهران,24000,یک لکه رنگ,سفید,212000000
119,پراید,131 SE,1390,شیراز,200000,دو لکه رنگ,سفید,67000000
120,پراید,131 SE,1398,تهران,27000,بدون رنگ,سفید,117800000
121,پژو,206 SD V8,1398,تهران,52000,بدون رنگ,سفید,258000000
122,پراید,131 SE,1398,تهران,10000,بدون رنگ,سفید,127500000
123,پژو,206 SD V8,1398,تهران,16000,بدون رنگ,نوک مدادی,255000000
124,پژو,پارس ساده,1385,رشت,280000,یک لکه رنگ,مشکی,105000000
125,پیکان,وانت,1387,تهران,150000,دور رنگ,سفید,61000000
126,پراید,131 ساده,1381,اسلامشهر,438000,بدون رنگ,سفید,38500000
127,پژو,Roa ساده,1387,شیراز,145000,یک لکه رنگ,نقرآبی,66000000
128,پژو,پارس LX,1400,شیراز,29000,بدون رنگ,سفید,240000000
129,پراید,وانت 151 SE,1396,مرودشت,85000,بدون رنگ,سفید,112000000
130,پژو,207 دنده ای,1399,تهران,70000,بدون رنگ,سفید,315000000
131,پژو,206 تیپ 2,1400,بندر‌عباس,0,بدون رنگ,مشکی,250000000
132,ساینا,EX,1395,تهران,53000,بدون رنگ,سفید,130000000
133,سوزوکی,گرند ویتارا مونتاژ 2400 اتوماتیک,1391,تهران,167000,چند لکه رنگ,سفید,600000000
134,دنا,پلاس اتوماتیک توربو,1400,تهران,0,بدون رنگ,سفید,475000000
135,پراید,131 دوگانه سوز,1396,رباط کریم,100000,بدون رنگ,سفید,100000000
136,ام,وی ام X22 اتوماتیک اسپرت اکسلنت,1396,تهران,80000,بدون رنگ,سفید,355000000
137,هیوندای,سوناتا 4 سیلندر اتوماتیک,2007,تهران,186000,یک لکه رنگ,نقره ای,465000000
138,پژو,405 GLX دوگانه سوز,1388,کاشان,225000,چند لکه رنگ,نقره ای,85000000
139,ام,وی ام 315 هاچ بک اسپرت اکسلنت,1398,بوشهر,40000,بدون رنگ,سفید,255000000
140,پژو,پارس ساده,1387,شیراز,50000,چند لکه رنگ,سفید,130000000
141,کوییک,دنده ای R,1400,تهران,2000,بدون رنگ,سفید,174000000
142,پژو,405 GLX بنزینی,1385,نوشهر,320000,بدون رنگ,نوک مدادی,90000000
143,پژو,405 SLX بنزینی,1399,تهران,6000,بدون رنگ,نوک مدادی,243000000
144,تیبا,۱ (صندوق دار) SX,1400,تهران,0,بدون رنگ,سفید,148000000
145,رنو,تندر 90 E2,1397,تهران,80000,بدون رنگ,سفید,285500000
146,لیفان,X60 دنده ای,1395,تهران,130000,بدون رنگ,قهوه ای,265000000
147,پژو,RD بنزینی,1380,اسلامشهر,100000,تصادفی,یشمی,25000000
148,سمند,LX EF7 دوگانه سوز,1391,تبریز,219000,یک لکه رنگ,سفید,148000000
149,آریسان,وانت دوگانه سوز,1396,تهران,61000,بدون رنگ,سفید,150000000
150,ساینا,EX,1399,اسلامشهر,7000,بدون رنگ,سفید,149000000
151,سمند,SE,1391,مشهد,200000,یک لکه رنگ,قهوه ای,110700000
152,پراید,صندوق دار ساده,1384,رباط کریم,230000,دو لکه رنگ,مشکی,47000000
153,پژو,405 GL بنزینی,1391,تهران,280000,دو لکه رنگ,نقره ای,123000000
154,پژو,206 تیپ 5,1393,اصفهان,167000,دو لکه رنگ,سفید,165000000
155,پراید,صندوق دار ساده,1382,تهران,350000,دور رنگ,سفید,30500000
156,تیبا,۲‌ (هاچ بک) EX,1397,بومهن,58000,بدون رنگ,سفید,140000000
157,تویوتا,هایلوکس دو کابین شاسی بلند دنده ای,2008,تهران,182000,بدون رنگ,سفید,1020000000
158,رنو,تندر 90 E2,1391,تهران,70000,صافکاری بدون رنگ,مشکی,220000000
159,پژو,207 دنده ای,1399,تهران,25000,صافکاری بدون رنگ,سفید,310000000
160,پژو,206 SD V8,1396,اصفهان,65000,بدون رنگ,آلبالویی,232000000
161,پراید,131 SE,1398,تهران,12000,بدون رنگ,سفید,125000000
162,لیفان,X60 دنده ای,1393,شیراز,22000,بدون رنگ,سفید,250000000
163,ام,وی ام X22 اتوماتیک اسپرت,1396,تهران,80000,بدون رنگ,سفید,328000000
164,دانگ,فنگ H30 Cross,1397,تهران,51000,بدون رنگ,سفید,320000000
165,رنو,ساندرو استپ وی اتوماتیک,1395,تهران,81000,بدون رنگ,سفید,358000000
166,پژو,206 تیپ 2,1399,تهران,4000,بدون رنگ,سفید,235000000
167,سمند,سورن ELX  توربو,1395,کرج,85000,بدون رنگ,آبی کاربنی,176000000
168,پراید,131 SE,1396,آمل,74000,بدون رنگ,نوک مدادی,106000000
169,پژو,206 تیپ 5,1398,نجف‌آباد,59000,کامل رنگ,سفید,175000000
170,هیوندای,سانتافه (ix45) 6 سیلندر,2009,تهران,250000,دو لکه رنگ,سرمه ای,740000000
171,پژو,405 GLX دوگانه سوز,1381,تبریز,44000,دور رنگ,یشمی,48000000
172,پژو,پارس LX,1398,تهران,30000,بدون رنگ,سفید,240000000
173,پژو,206 تیپ 2,1399,تهران,20000,بدون رنگ,سفید,231000000
174,پراید,131 دوگانه سوز,1393,تهران,130000,بدون رنگ,نوک مدادی,94000000
175,تیبا,۱ (صندوق دار) SX,1400,تهران,0,بدون رنگ,سفید,158000000
176,پژو,207 دنده ای,1399,تهران,0,بدون رنگ,نقره ای,328000000
177,جک,J5 1800,1394,تهران,80000,بدون رنگ,طلائی,320000000
178,هیوندای,i30,2010,تهران,220000,بدون رنگ,سفید,465000000
179,پژو,405 GLX دوگانه سوز,1389,بابل,235000,دو لکه رنگ,نقره ای,90000000
180,رنو,تلیسمان E3,2017,تهران,28000,یک لکه رنگ,بژ,1280000000
181,سمند,سورن ساده,1387,تبریز,310000,بدون رنگ,سفید,126000000
182,پژو,206 SD V8,1394,اهواز,70000,یک لکه رنگ,سفید,185000000
183,پژو,405 GLX بنزینی,1395,مرودشت,90000,بدون رنگ,نوک مدادی,157000000
184,رنو,ساندرو اتوماتیک,1395,تهران,85000,بدون رنگ,سفید,345000000
185,پژو,پارس ساده,1389,اصفهان,235000,دور رنگ,سفید,125000000
186,پراید,131 SE,1398,لواسان,35000,بدون رنگ,سفید,125000000
187,پژو,206 SD V8,1396,رشت,57000,یک لکه رنگ,مشکی,235000000
188,پژو,206 تیپ 2,1398,تهران,10000,بدون رنگ,سفید,222000000
189,رنو,ساندرو اتوماتیک,1395,تهران,89000,بدون رنگ,سفید,329000000
190,ام,وی ام 315 هاچ بک اسپرت اکسلنت,1397,تهران,76000,بدون رنگ,نوک مدادی,225000000
191,میتسوبیشی,لنسر 1.8 اتوماتیک,2017,تهران,120000,صافکاری بدون رنگ,سفید صدفی,750000000
192,دوو,سیلو,1380,ملایر,100000,دور رنگ,نقره ای,50000000
193,رانا,پلاس,1399,تهران,4000,بدون رنگ,سفید,230000000
194,آمیکو,آسنا,1400,تهران,0,بدون رنگ,سفید,1026000000
195,پژو,206 تیپ 5,1397,تهران,72000,صافکاری بدون رنگ,سفید صدفی,228000000
196,برلیانس,H330 1.5 اتوماتیک,1396,تهران,96000,بدون رنگ,سفید,297000000
197,جیلی,امگرند 7 اتوماتیک,2014,تهران,118000,بدون رنگ,سفید صدفی,350000000
198,پژو,206 تیپ 3,1390,تهران,69000,دو لکه رنگ,سفید,149000000
199,رنو,ساندرو استپ وی دنده ای,1397,تهران,2000,بدون رنگ,سفید,430000000
200,پژو,206 تیپ 2,1382,بابل,100000,کامل رنگ,سفید,69000000
201,تیبا,۲‌ (هاچ بک) EX,1399,تهران,2000,بدون رنگ,سفید,153000000
202,پژو,405 GLX بنزینی,1393,بندر‌عباس,166000,دو لکه رنگ,نوک مدادی,129000000
203,پژو,پارس ساده,1398,تهران,20000,بدون رنگ,سفید,242000000
204,سمند,X7,1382,تهران,385000,دور رنگ,مشکی,60000000
205,دنا,پلاس ساده,1398,تهران,11000,بدون رنگ,سفید,330000000
206,چری,تیگو 5 IE,1397,شهریار,135000,یک لکه رنگ,مشکی,500000000
207,پژو,207 دنده ای,1400,کرمانشاه,0,بدون رنگ,سفید,335000000
208,پژو,پارس دوگانه سوز,1389,اصفهان,260000,چند لکه رنگ,سفید,98000000
209,رنو,تندر 90 E1,1388,اهواز,202000,یک لکه رنگ,مشکی,130000000
210,پراید,111 SE,1395,رشت,130000,بدون رنگ,سفید,115000000
211,پژو,405 GLX بنزینی,1387,شیراز,213000,چند لکه رنگ,نقره ای,85000000
212,سمند,LX EF7 بنزینی,1396,تهران,17000,چند لکه رنگ,سرمه ای,198000000
213,پژو,206 تیپ 5,1396,تهران,60000,بدون رنگ,نقره ای,219000000
214,سمند,LX ساده,1383,شهریار,400000,دور رنگ,نوک مدادی,60000000
215,برلیانس,H330 1.5 اتوماتیک,1397,مشهد,37000,یک لکه رنگ,نقرآبی,330000000
216,بنز,E250,2016,تهران,80000,بدون رنگ,مشکی,3800000000
217,پراید,131 SE,1398,تهران,20000,بدون رنگ,قرمز,125000000
218,پراید,131 SE,1397,رشت,120000,بدون رنگ,سفید,102000000
219,کوییک,دنده ای R,1400,تبریز,0,بدون رنگ,نقره ای,185000000
220,تویوتا,پریوس تیپ C,2017,تهران,21000,بدون رنگ,قرمز,1300000000
221,ام,وی ام 550 اتوماتیک,1395,رشت,58000,یک لکه رنگ,مشکی,268000000
222,دنا,پلاس ساده,1398,شهر ری,37000,بدون رنگ,طوسی,318000000
223,هیوندای,النترا,2015,کرج,105000,یک لکه رنگ,سفید,840000000
224,ام,جی GT,2016,تهران,90000,بدون رنگ,سفید,530000000
225,کوییک,دنده ای R,1400,تهران,0,بدون رنگ,مشکی,181000000
226,رانا,پلاس,1400,شیراز,0,بدون رنگ,سفید,275000000
227,پراید,131 SE,1398,کرج,60000,بدون رنگ,سفید,123000000
228,پژو,405 GLX دوگانه سوز,1388,شهریار,300000,دو لکه رنگ,طوسی,103000000
229,پژو,206 تیپ 2,1400,تهران,0,بدون رنگ,سفید,259000000
230,پژو,206 SD V8,1393,شیراز,650000,چند لکه رنگ,سفید,158000000
231,سمند,X7,1386,تهران,177000,دور رنگ,طوسی,90000000
232,پژو,206 SD V9,1388,تهران,220000,چند لکه رنگ,سفید,130000000
233,پژو,206 تیپ 2,1396,تهران,158000,بدون رنگ,سفید,182000000
234,جیلی,GC6 اکسلنت,1397,تهران,26000,بدون رنگ,مشکی,285000000
235,پژو,405 GLX دوگانه سوز,1394,اهواز,171000,بدون رنگ,مشکی,165000000
236,پراید,131 LE,1392,همدان,173000,یک لکه رنگ,سفید,80000000
237,هیوندای,سانتافه (ix45) 4 سیلندر دو دیفرانسیل,2017,تهران,20000,بدون رنگ,مشکی,2030000000
238,سمند,سورن پلاس,1400,اصفهان,1000,بدون رنگ,سفید,306000000
239,هیوندای,کوپه اتوماتیک,2008,تهران,175000,یک لکه رنگ,سفید صدفی,435000000
240,هیوندای,النترا,2015,تهران,94000,بدون رنگ,سفید,775000000
241,پراید,131 SX,1392,خوی,400000,کامل رنگ,سفید,46000000
242,پراید,131 SE,1396,مشهد,120000,یک لکه رنگ,سفید,95000000
243,سمند,LX ساده,1392,کرج,113000,بدون رنگ,سفید,143000000
244,ام,وی ام X22 اتوماتیک اسپرت اکسلنت,1397,تهران,58000,یک لکه رنگ,مشکی,340000000
245,رنو,ساندرو اتوماتیک,1395,مشهد,90000,بدون رنگ,سفید,330000000
246,پژو,207 دنده ای,1400,قم,0,بدون رنگ,سفید,363000000
247,پژو,پارس ELX XUM,1395,مشهد,66000,بدون رنگ,نوک مدادی,191000000
248,دنا,پلاس ساده,1400,نجف‌آباد,0,بدون رنگ,نقره ای,375000000
249,پراید,131 SE,1395,تهران,88000,صافکاری بدون رنگ,سفید,100000000
250,هیوندای,توسان (ix35) 2.7 لیتر,2009,شیراز,153000,بدون رنگ,مشکی,585000000
251,پژو,405 GLI دوگانه سوز,1383,تبریز,399000,دور رنگ,آلبالویی,65000000
252,هیوندای,آزرا 4 سیلندر,2019,مشهد,16000,بدون رنگ,مشکی,2500000000
253,نیسان,ماکسیما مونتاژ اتوماتیک,1382,تهران,301000,دور رنگ,سرمه ای,365000000
254,پژو,206 تیپ 3,1386,کرج,250000,یک لکه رنگ,اطلسی,115000000
255,پراید,صندوق دار ساده,1389,اصفهان,340000,دو لکه رنگ,نقره ای,60000000
256,جک,S5 دنده ای,1394,تهران,106000,بدون رنگ,مشکی,415000000
257,پراید,132 SX,1391,نوشهر,190000,چند لکه رنگ,سفید,78000000
258,پژو,206 SD V8,1399,تهران,10000,بدون رنگ,سفید,290000000
259,سمند,LX ساده,1394,خرم‌آباد,100000,بدون رنگ,نوک مدادی,144000000
260,پژو,206 تیپ 2,1388,تهران,150000,چند لکه رنگ,بژ,116000000
261,پژو,پارس ساده,1398,تهران,37000,بدون رنگ,سفید,230000000
262,ساینا,آپشنال,1400,تهران,0,بدون رنگ,سفید,185000000
263,پژو,206 SD V8,1395,تهران,63000,یک لکه رنگ,سفید,200000000
264,رنو,تندر 90 پلاس اتوماتیک,1396,تهران,170000,بدون رنگ,سفید,300000000
265,رانا,پلاس,1399,اصفهان,11000,بدون رنگ,سفید,250000000
266,سمند,LX EF7 بنزینی,1395,تهران,43000,یک لکه رنگ,سفید,185000000
267,پژو,پارس ELX XUM,1400,اهواز,0,بدون رنگ,سفید,303000000
268,پراید,111 SE,1398,بابل,56000,بدون رنگ,سفید,143000000
269,نیسان,پیکاپ دو کابین,1382,نوشهر,317000,دور رنگ,سفید,335000000
270,تیبا,۱ (صندوق دار) SX,1400,تهران,0,بدون رنگ,سفید,149000000
271,ام,وی ام 110 3 سیلندر,1388,تهران,120000,بدون رنگ,آبی,58000000
272,ام,وی ام 530,1390,کرج,151000,بدون رنگ,مشکی,152000000
273,سمند,LX EF7 دوگانه سوز,1393,بندر ترکمن,276000,چند لکه رنگ,سفید,140000000
274,پژو,206 تیپ 2,1399,کرج,19000,بدون رنگ,سفید,228000000
275,پژو,206 SD V8,1396,تهران,80000,صافکاری بدون رنگ,آبی,230000000
276,پژو,207 دنده ای,1399,ورامین,0,بدون رنگ,نوک مدادی,327000000
277,تیبا,۱ (صندوق دار) SX,1400,اصفهان,0,بدون رنگ,سفید,150000000
278,هیوندای,سوناتا 4 سیلندر اتوماتیک,2007,تهران,213000,بدون رنگ,بادمجانی,460000000
279,رنو,تندر 90 E2,1390,تهران,185000,بدون رنگ,مشکی,179000000
280,مزدا,وانت کارا تک کابین 2000,1398,کرج,31000,بدون رنگ,سفید,235000000
281,پژو,پارس ساده,1399,کرج,23000,بدون رنگ,سفید,232000000
282,گریت,وال ولکس C30 دنده ای,1395,کرج,15000,بدون رنگ,سفید,278000000
283,ام,وی ام X33 دنده ای,1393,کرج,110000,دو لکه رنگ,طوسی,228000000
284,پراید,131 دوگانه سوز,1387,قم,250000,تصادفی,نقرآبی,45000000
285,کیا,ریو مونتاژ,1387,کرمان,432000,دور رنگ,سفید,95000000
286,پژو,206 تیپ 5,1394,تهران,100000,کامل رنگ,سفید,140000000
287,پژو,پارس ساده,1393,تهران,125000,بدون رنگ,سفید,165000000
288,پژو,405 SLX بنزینی,1396,تهران,114000,بدون رنگ,طوسی,179000000
289,جک,S5 دنده ای,1394,بابل,88000,بدون رنگ,سفید,465000000
290,پراید,صندوق دار ساده,1387,تهران,300000,بدون رنگ,سفید صدفی,63000000
291,پژو,206 SD V8,1388,تهران,230000,بدون رنگ,نقرآبی,132000000
292,تیبا,۱ (صندوق دار) SX,1400,مشهد,0,بدون رنگ,سفید,148000000
293,پژو,2008 مونتاژ,1397,همدان,24000,بدون رنگ,قرمز,785000000
294,پراید,132 SX,1391,نوشهر,190000,چند لکه رنگ,سفید,78000000
295,پژو,405 GLX بنزینی,1397,شهریار,43000,بدون رنگ,نوک مدادی,180000000
296,پراید,صندوق دار ساده,1388,تهران,121000,بدون رنگ,سفید,76000000
297,پژو,206 تیپ 2,1383,کرمانشاه,360000,بدون رنگ,نقره ای,83000000
298,سمند,LX ساده,1387,ساری,233000,بدون رنگ,سفید,105000000
299,رنو,تندر 90 اتوماتیک,1395,اصفهان,148000,یک لکه رنگ,سفید صدفی,275000000
300,آریسان,وانت دوگانه سوز,1395,تهران,120000,بدون رنگ,سفید,130000000
301,دوو,سیلو,1380,کرج,250000,صافکاری بدون رنگ,نوک مدادی,65000000
302,جیلی,امگرند RV-7 اتوماتیک,2014,اصفهان,95000,بدون رنگ,مشکی,310000000
303,پژو,206 تیپ 5,1397,کرج,66000,صافکاری بدون رنگ,مشکی,225000000
304,پژو,206 تیپ 5,1398,شیراز,0,بدون رنگ,سفید,300000000
305,سمند,سورن ساده,1390,بیرجند,228000,بدون رنگ,مشکی,135000000
306,پژو,پارس ساده,1398,تهران,28000,بدون رنگ,سفید,225000000
307,پروتون,جن تو دنده ای,2007,تهران,124000,یک لکه رنگ,قرمز,160000000
308,پژو,206 تیپ 5,1400,اسلامشهر,0,بدون رنگ,سفید,100000000
309,مزدا,وانت دو کابین بنزینی,1386,تهران,170000,یک لکه رنگ,نقرآبی,180000000
310,کیا,سورنتو GT Line,2017,تهران,21000,بدون رنگ,مشکی,2600000000
311,مزدا,وانت دو کابین بنزینی,1381,شیراز,340000,بدون رنگ,نوک مدادی,117000000
312,دنا,پلاس اتوماتیک توربو,1400,ساری,0,بدون رنگ,سفید,9000000
313,پژو,405 GLX دوگانه سوز,1391,تهران,200000,کامل رنگ,نقره ای,102000000
314,پژو,پارس LX,1398,شیراز,8000,بدون رنگ,سفید,269000000
315,پراید,131 دوگانه سوز,1383,اصفهان,522000,چند لکه رنگ,سفید,45000000
316,سیتروئن,زانتیا 2000,1389,تهران,200000,یک لکه رنگ,سفید,270000000
317,پژو,206 تیپ 2,1399,تهران,1000,بدون رنگ,سفید,230000000
318,نیسان,ماکسیما مونتاژ اتوماتیک,1384,تهران,292000,دو لکه رنگ,نقره ای,400000000
319,هیوندای,جنسیس,2010,تبریز,250000,دو لکه رنگ,آبی,950000000
320,بسترن,B30,1397,مشهد,70000,بدون رنگ,نقرآبی,145000000
321,رنو,تندر 90 E2,1390,تهران,170000,چند لکه رنگ,سفید,150000000
322,ام,وی ام 315 هاچ بک ساده,1394,قائم‌شهر,136000,یک لکه رنگ,سفید,185000000
323,پژو,405 GLX بنزینی,1392,قائم‌شهر,210000,دو لکه رنگ,نقره ای,115000000
324,پژو,پارس ساده,1393,تهران,124000,بدون رنگ,سفید,167000000
325,دنا,ساده,1399,تهران,11000,بدون رنگ,سفید,306000000
326,پژو,206 تیپ 5,1382,تهران,340000,چند لکه رنگ,نقره ای,85000000
327,هیوندای,توسان (ix35) 2.4 لیتر,2014,تهران,83000,بدون رنگ,سفید,1065000000
328,پژو,405 GLX بنزینی,1385,تهران,180000,دور رنگ,نقره ای,65000000
329,پراید,131 SE,1398,شیراز,50000,بدون رنگ,نوک مدادی,125000000
330,کوییک,دنده ای R,1399,تهران,0,بدون رنگ,قرمز,172000000
